200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0
100.0, 149.92866526675513, 169.62193191924743, 178.8443792780437, 183.85832324330767, 186.91704633135404, 188.94492877458748, 190.37056088288838, 191.4147038770089, 192.20123578479328, 192.80454309239607, 193.27172107826837, 193.63382897727303, 193.91198583396277, 194.120856404986, 194.27073384663066, 194.36882662109477, 194.42007154561264, 194.42765073676776, 194.39331334178274, 194.31755960785253, 194.19971864326897, 194.03793366783395, 193.82905473300653, 193.56842539542055, 193.2495334246146, 192.86347212032206, 192.39812140631966, 191.83689413890298, 191.156778662521, 190.3251930079925, 189.29473830579272, 187.99404035123024, 186.3108545544474, 184.05875493093265, 180.90603748368014, 176.2092932539098, 168.58145974375316, 154.6421456218666, 124.99742773521177, 50.0
100.0, 130.0928003708584, 149.71480689569336, 161.8974371682088, 169.67209264209947, 174.86520695047687, 178.49242790946553, 181.12297503210394, 183.0874246059196, 184.586140794687, 185.7456960144694, 186.64902545548756, 187.35215155243924, 187.893826332083, 188.30129648288897, 188.59386129724317, 188.7851245604172, 188.88444289689647, 188.8978587674685, 188.82868638083966, 188.6778484785012, 188.4440180592786, 188.12358889936144, 187.71047450846257, 187.19571139537246, 186.56681390729403, 185.8067876965154, 184.8926464690051, 183.793173567679, 182.46549168698397, 180.8496836954791, 178.8601105241315, 176.37091906219675, 173.1909313999191, 169.01839245674367, 163.3563214669941, 155.3498493761388, 143.47452677340053, 124.98977427792497, 95.34759698751921, 50.0
100.0, 120.72785308451299, 137.2472687354161, 149.35876548422573, 158.06778150664994, 164.3797190544883, 169.0371355396871, 172.5420941501785, 175.22655471375617, 177.31094675772496, 178.94387374048966, 180.22738596074353, 181.2328264070269, 182.01081475643903, 182.59762146243676, 183.0192998786394, 183.29440062081088, 183.43576701764266, 183.45171589725314, 183.34678972056238, 183.12219201515387, 182.77596920709976, 182.3029667693607, 181.6945585398508, 180.93811931356976, 180.0161767586834, 178.90513237647764, 177.57337235022524, 175.97848110468126, 174.06309520083357, 171.7486448228637, 168.9257431971622, 165.43916947711872, 161.0640652371531, 155.467995263894, 148.15136508938528, 138.3595381042118, 124.9772280798363, 106.49495362330092, 81.40323304986308, 50.0
100.0, 115.5715184504599, 129.18794510455754, 140.22298800147053, 148.8610768973115, 155.54939089331145, 160.735045724771, 164.78255676645352, 167.9666937386661, 170.48824675203414, 172.4925768921105, 174.08500325596677, 175.3422049747615, 176.32029492589146, 177.06043489393795, 177.59271767548807, 177.938845064753, 178.11396616278788, 178.12791994279536, 177.98604165184355, 177.68963379609707, 177.23616016080805, 176.61918873315594, 175.8280812766416, 174.84739919841599, 173.65596282036867, 172.2254589852079, 170.5184331814843, 168.48541745201766, 166.06082120893825, 163.15703304203095, 159.65593613138515, 155.39674597407685, 150.15886343790456, 143.63875626679422, 135.42209981966437, 124.96009806705021, 111.58017417587735, 94.60975054294903, 73.77044376085368, 50.0
100.0, 112.37050089125529, 123.71038353142372, 133.48469257154903, 141.60482081822522, 148.22253606266335, 153.5720485240334, 157.887470265075, 161.37061410700466, 164.18407946258915, 166.4545973656062, 168.27935310446338, 169.73228771741208, 170.86939166177115, 171.73283555537478, 172.35407332749958, 172.75611938688968, 172.95518585806929, 172.96182734581095, 172.78170085834296, 172.41601389250417, 171.8617047731706, 171.11137460075503, 170.15296743905037, 168.96917234501623, 167.5364950613318, 165.82391608195587, 163.7910127857918, 161.38537456743336, 158.53908248209166, 155.16396876030603, 151.14534950022292, 146.33402421862735, 140.5367723350386, 133.50682460464014, 124.93880603344525, 114.47907142285337, 101.77397415103712, 86.59364629619738, 69.06886820670611, 50.0
100.0, 110.20037522651096, 119.798853694444, 128.40121660788984, 135.8517919078181, 142.16486758278035, 147.44428791487513, 151.82596178446866, 155.4456583806319, 158.4244405494925, 160.86408586556752, 162.8473436093358, 164.4401224265854, 165.6941590599223, 166.64952933639427, 167.33677075932383, 167.7785728094466, 167.99106564981346, 167.98475945966769, 167.76518487622485, 167.33327408717992, 166.6855081349897, 165.8138412554618, 164.7053980756309, 163.34192398287024, 161.69895252587406, 159.74463624134643, 157.43816986364047, 154.72772115662008, 151.54778402838073, 147.8159024397022, 143.42882668960547, 138.25844471096985, 132.14844396351089, 124.91387625491063, 116.34798167902571, 106.24399809469462, 94.4434299923561, 80.92225059564736, 65.9114735474939, 50.0
100.0, 108.63246634640007, 116.88397407200964, 124.47027293914064, 131.23721144793035, 137.1420003177695, 142.21560841963992, 146.52794462986807, 150.16330011037783, 153.2057790932995, 155.73194781649056, 157.80793107459522, 159.48893565667757, 160.81993296004467, 161.83678087935496, 162.56740973707312, 163.03289502546215, 163.2483453564497, 163.22358588694325, 162.96363973669278, 162.4690165268093, 161.73581582546316, 160.7556480510617, 159.51536836609606, 157.9966115222461, 156.1751085727043, 154.01976149895933, 151.4914522528395, 148.541574624075, 145.11031230871566, 141.1247656223153, 136.49718873979893, 131.1238971420174, 124.88592258017349, 117.6533150893333, 109.29612151905377, 99.70619509196425, 88.83399050106598, 76.7407516327088, 63.65487954184185, 50.0
100.0, 107.44588024029359, 114.6349107297578, 121.35953508206217, 127.48585744198857, 132.95161394422206, 137.7497148697624, 141.90862555142792, 145.47572715341343, 148.50551525245064, 151.05224717920493, 153.16589887753088, 154.8902918359156, 156.26250948903117, 157.31300524612118, 158.06602899306912, 158.54015388139737, 158.74878325731476, 158.7005756624535, 158.39975810008028, 157.84631423276795, 157.0360414181748, 155.96047264189465, 154.60665914428495, 152.95680882254516, 150.9877762034498, 148.67040436512877, 145.96873139637887, 142.83909991917227, 139.22925766093374, 135.07762508414868, 130.31305389371826, 124.85563331607067, 118.61943859629058, 111.51854072816477, 103.47798505834004, 94.45144640567995, 84.44614329391767, 73.55222366096658, 61.96740979439427, 50.0
100.0, 106.51654965211279, 112.85092952096991, 118.84803961789179, 124.39626668168951, 129.43032856956825, 133.92469459525938, 137.88302436997512, 141.32758916188305, 144.29062732279093, 146.80812928480935, 148.9157941798527, 150.6466408726786, 152.02975599845215, 153.0897612878433, 153.8466988309894, 154.3161320631487, 154.50933374327312, 154.43348233758275, 154.09182046854968, 153.48374886470134, 152.60484092636375, 151.44676988935655, 149.997145100858, 148.23925817965335, 146.15174586677875, 143.70818664903686, 140.87666610449085, 137.61937608732512, 133.892361789834, 129.6456064609348, 124.823754279425, 119.36792101139194, 113.21921701677927, 106.3247570460865, 98.64693126802607, 90.1763233424071, 80.94753141548472, 71.05496405671215, 60.66266463808279, 50.0
